,Tweet,Date,Time
514,"@sirhottest I swear if I hear black lives matter or a police brutality reference I'm throwing my remote""",2021-03-03,20:35:53
515,@Scandela9 @DoakShannon @mrserinjewell @allie_cornejo @MsJTurnbull I will be hosting a https://t.co/0kbkvYfUFR conv\xe2\x80\xa6 https://t.co/75OdasGRTJ',2021-03-03,20:35:49
516,Black lives still matter!! \xf0\x9f\xa4\x8e',2021-03-03,20:35:44
517,"@HatKid787 @superinnocentgf @SeekingMallory I will make Judas make a voice tweet saying ""Black Lives Matter"" so he won\'t get suspended again'",2021-03-03,20:35:42
518,The head of DC\xe2\x80\x99s National Guard says he got \xe2\x80\x9cimmediate approval\xe2\x80\x9d for similar requests during Black Lives Matter pro\xe2\x80\xa6 https://t.co/OU2XDmIbxx',2021-03-03,20:35:27
519,"@modernista64 His federal lands agenda is well known. Less famously, he aligned himself broadly with almost all of\xe2\x80\xa6 https://t.co/Pq5oku7fpT'",2021-03-03,20:35:03
520,"#RoyalehighaddMovements Add them @nightbarbie!!!\nWAKE UP DEVS AND GET INTO THIS BLACKLIVES MATTER , WEMON RIGHTS ,\xe2\x80\xa6 https://t.co/owh8dJ5w5p'",2021-03-03,20:34:44
521,RT @HBGanttCenter: Come on down to the Gantt Center this weekend to place your bid on six beautiful rocking chairs that @USBank sponsored f\xe2\x80\xa6',2021-03-03,20:34:34
522,Do Black Lives Matter? @nyuniversity answer quickly \xf0\x9f\x8e\xa4',2021-03-03,20:34:34
523,"Last summer, some people online called for an investigation into who was \xe2\x80\x9cfunding\xe2\x80\x9d Black Lives Matter demonstration\xe2\x80\xa6 https://t.co/rkFB4HDHii'",2021-03-03,20:34:22
524,@quinncuddly @IFightBigots Black lives matter exists to trivialize the struggles that all other people have that are not related to race',2021-03-03,20:34:02
525,"2. There are few exceptions, but by &amp; large, I don\xe2\x80\x99t have to deal w/ the superficial familial love language, the \xe2\x80\x9cC\xe2\x80\xa6 https://t.co/0eso5ocdkG'",2021-03-03,20:33:44
526,Black Lives Matter Is a Marxist Movement https://t.co/svo5qmc0nL',2021-03-03,20:32:51
527,"@RepCori @HouseJudiciary This is a big appointment! Best of luck, Congresswoman Bush! Rooting for you and looking f\xe2\x80\xa6 https://t.co/PSBMvc73z3'",2021-03-03,20:32:39
528,"#399Sp21 @TajKokayi Not sure what to make of this headline: ""Why \'This Is Us\' Tackling COVID &amp; Black Lives Matter S\xe2\x80\xa6 https://t.co/JmwIo089Gm'",2021-03-03,20:32:25
529,Saving lives\n\nhttps://t.co/LCusbfcmbp',2021-03-03,20:31:59
530,RT @FinancialTimes: The director of the FBI said on Tuesday there was no evidence that the attack on the US Capitol on January 6 was carrie\xe2\x80\xa6',2021-03-03,20:31:45
531,"Boy I was Hot!\n\nI got the Smallest Male a shirt at the end of BHM that my parents say is too ""Militant"" for him to\xe2\x80\xa6 https://t.co/gQLNjap2XK'",2021-03-03,20:31:44
532,"RT @Justin_Ling: ""It\xe2\x80\x99s inescapable from this study that protest matters\xe2\x80\x94that it can generate change.\xe2\x80\x9d https://t.co/kwVQTyV6Qe'",2021-03-03,20:31:39
533,@premierleague Black Lives Matter is nothing but PR. How many referees and managers are actually black?\n\nI\xe2\x80\x99d get su\xe2\x80\xa6 https://t.co/KM7DbbQVWC',2021-03-03,20:31:21
534,"I'm not saying @AsaHutchinson hates black people. I'm just saying he doesn't think their lives or their voices matt\xe2\x80\xa6 https://t.co/L5ngBk2gYd""",2021-03-03,20:31:06
535,"@tessa50380028 @JaneyMackWriter @tolovana66 @DicorpoMike @realDonaldTrump @blitzntj1976 I agree with you, Tessa. Bu\xe2\x80\xa6 https://t.co/dmt28AitNy'",2021-03-03,20:31:00
536,@Lanzinoo_ You\xe2\x80\x99re not pro black if you\xe2\x80\x99re homophobic or transphobic. There are black lgbt people. All Black Lives Matter.',2021-03-03,20:31:00
537,"RT @crandallgold: MAGA transactor, updated:\n\nCancel culture: accountability\n\nElection integrity: voter suppression\n\nReligious liberty: perm\xe2\x80\xa6'",2021-03-03,20:30:53
538,Walked past a bar that unironically had a black trans lives matter sign directly in front of a kamala harris cardboard cutout',2021-03-03,20:30:50
539,democrats: Yeah black lives matter!! Begin student debt forgiveness!!! Shutdown ice detention centers!!! \n\ndemocrat\xe2\x80\xa6 https://t.co/FSqChxX7zd',2021-03-03,20:30:31
540,The ETSU Black Affairs Association\xe2\x80\x99s \xe2\x80\x9cUnapologetically Black\xe2\x80\x9d series presented a discussion panel on Black Lives Ma\xe2\x80\xa6 https://t.co/LN4hr3SOHe',2021-03-03,20:30:07
541,"UVU lecture tackles topic of 'Latter-day Saints, White Supremacy, and Black Lives Matter' https://t.co/tQ3hNkK9Jb via @heraldextra""",2021-03-03,20:29:57
542,RT @sodomhnaill34: Another clip from that #rtept programme featuring John McGuirk and Neal Richmonde in which McGuirk takes the #RTE progra\xe2\x80\xa6',2021-03-03,20:29:52
543,"@KunivaD12 Sounds like a @lordjamar fan to me ,,,,and hash tagging Black Lives Matter is pure ass dumb,,,,his best\xe2\x80\xa6 https://t.co/0l78Oo5Ny2'",2021-03-03,20:29:49
544,"""Census places with Black Lives Matter protests experience\na 15%-20% decrease in police homicides over the ensuing\xe2\x80\xa6 https://t.co/fgClLWF5H6'",2021-03-03,20:29:02
545,"""Places with Black Lives Matter protests experience a 15% to 20% decrease in police homicides over the ensuing five\xe2\x80\xa6 https://t.co/XTa7RIUWCR'",2021-03-03,20:28:50
546,Killings by Police Declined after Black Lives Matter Protests\n\nhttps://t.co/LCusbfcmbp',2021-03-03,20:28:49
547,"MAGA transactor, updated:\n\nCancel culture: accountability\n\nElection integrity: voter suppression\n\nReligious liberty\xe2\x80\xa6 https://t.co/tdLfuEyn9l'",2021-03-03,20:28:41
548,@ProjectLincoln Violent mob riots = Black Lives Matter peacefully protesting.',2021-03-03,20:28:11
549,@SerenaCaputo6 Plz black lives matter racista \xf0\x9f\x87\xa8\xf0\x9f\x87\xba\xf0\x9f\x87\xa8\xf0\x9f\x87\xba\xf0\x9f\x87\xa8\xf0\x9f\x87\xb7\xf0\x9f\x87\xa8\xf0\x9f\x87\xb7',2021-03-03,20:27:14
550,"@HotNeurologist Yep black lives don't matter when they are being used as an ingredient in vaccines. They hypocrisy on the left is grotesque.""",2021-03-03,20:27:03
551,"March 3, 2021 319p EST Indy10 / Black Lives Matter response: Final Report of   Independent Review Panel. \nRegarding\xe2\x80\xa6 https://t.co/eVBHMIPi2e'",2021-03-03,20:26:33
552,Killings by Police Declined after Black Lives Matter Protests https://t.co/hT1JeEcOlH',2021-03-03,20:26:31
553,@jonahwhatever I\xe2\x80\x99ll make time for Althusser as soon as Chicago teachers or Black Lives Matter organizers or Besseme\xe2\x80\xa6 https://t.co/Lc1uRG6whp',2021-03-03,20:26:06
554,@IamVivLee Very sad &amp; perplexing at the same time. We just went through harrowing times with the Black Lives Matter\xe2\x80\xa6 https://t.co/9XTB1rcQ8e',2021-03-03,20:25:18
555,"RT @TawasiSoce: Portland police won't arrest or charge a known pipe bomber.\n\nBecause he is a cop, and his IED attacks were on people who st\xe2\x80\xa6""",2021-03-03,20:25:17
556,"Portland police won't arrest or charge a known pipe bomber.\n\nBecause he is a cop, and his IED attacks were on peopl\xe2\x80\xa6 https://t.co/WVUFRDZh42""",2021-03-03,20:24:53
557,"@EvanWiseman @L_Geekhome @leftynut @MarkGerretsen @jdrider200 Oh. And #AllLivesMatter \n\nBlack, brown, white\n\nLGBTQ\xe2\x80\xa6 https://t.co/7QhlV5WJOm'",2021-03-03,20:24:10
558,Killings by Police Declined after Black Lives Matter Protests https://t.co/lzy69wlxX6 via @sciam',2021-03-03,20:23:58
559,Black Lives Matter Mural and Holding Both I have begun to exit from my total COVID-19 lock down. My husband is a pe\xe2\x80\xa6 https://t.co/qz863Jyzza',2021-03-03,20:23:39
560,"While the work continues, art from Black Lives Matter protests has been preserved and moved to a new home. https://t.co/AEjYrG4iHv'",2021-03-03,20:22:53
561,The Mangrove Nine: \nEchoes of black lives matter from 50 years ago\n\n https://t.co/XovXAEHazj',2021-03-03,20:22:31
562,"RT @FFRAFAction: \xe2\x80\x9cThe data shows very clearly that where you had Black Lives Matter protests, killing of people by the police decreased.\xe2\x80\xa6'",2021-03-03,20:22:21
563,RT @JoshuaPotash: If you think Black Lives Matter protests hurt people wait till you see how many people Governors are killing right now.',2021-03-03,20:21:48
564,"@JoeNBC Christopher Wray wasn't exactly very forthcoming yesterday, either. Body language said it all when it got t\xe2\x80\xa6 https://t.co/L9ZrnmsOUJ""",2021-03-03,20:21:43
565,"RT @nicopitney: .@CocaCola CEO: 'Companies like ours must speak up as allies to the Black Lives Matter movement.'\n\nAlso Coca-Cola: Funding\xe2\x80\xa6""",2021-03-03,20:21:41
566,"\xe2\x80\x9cThe data shows very clearly that where you had Black Lives Matter protests, killing of people by the police decrea\xe2\x80\xa6 https://t.co/qjcOmLhiwD'",2021-03-03,20:21:20
567,"'The impact of Black Lives Matter can clearly be seen' - Edinburgh schools racism report calls for 'decolonisation'\xe2\x80\xa6 https://t.co/1IOA6AkKHp""",2021-03-03,20:21:10
568,"'The impact of Black Lives Matter can clearly be seen' - Edinburgh schools racism report calls for 'decolonisation'\xe2\x80\xa6 https://t.co/aapsbERT0L""",2021-03-03,20:21:05
569,Killings by Police Declined after Black Lives Matter Protests: A study also found body-camera use and community pol\xe2\x80\xa6 https://t.co/RteKEnnHzP',2021-03-03,20:20:45
570,RT @nichnorth: @GideonReaper @brownblaze Right. I\xe2\x80\x99m not donating money to nothing. But I\xe2\x80\x99ll always stand for the statement BLACK LIVES MATT\xe2\x80\xa6',2021-03-03,20:20:27
571,RT @jilevin: What companies can do to speed up board diversity https://t.co/2oKk1QCpaF',2021-03-03,20:20:26
572,@reikierstin Your white with Black Lives Matter in your bio I couldn\xe2\x80\x99t give two shits about what you think \xf0\x9f\x98\xad',2021-03-03,20:19:55
573,This is how it begins. This is what Gina Carano was talking about. Hatred is the precursor of persecution.\n\nDelta A\xe2\x80\xa6 https://t.co/69dU6sZi3N',2021-03-03,20:19:48
574,3 hours &amp; 19 minutes it took for them to APPROVE the National Guard to be deployed to the Capitol during the insurr\xe2\x80\xa6 https://t.co/kJqUYjwKg3',2021-03-03,20:19:45
575,"And that\xe2\x80\x99s another thing\xe2\x80\xa6 Black and brown lives matter\xe2\x80\xa6 Unless they live in a different country. Then it\xe2\x80\x99s like, wh\xe2\x80\xa6 https://t.co/l6vhckqZKP'",2021-03-03,20:19:42
576,"By the way, protests work.\nThat's how this country got started on the first place.\n https://t.co/3MF22qBdHV""",2021-03-03,20:19:37
577,"@boris05709079 @Bear90783065 @prageru @DNC I know you don\xe2\x80\x99t care about black lives so stop with the fake outrage, a\xe2\x80\xa6 https://t.co/CdevMAZ8gS'",2021-03-03,20:19:33
578,"RT @LoniLove: BTS Praised by 'The Real' Loni Love for Support of BLM Movement (Video) https://t.co/GkfkszRYhB""",2021-03-03,20:19:10
579,I can\xe2\x80\x99t stop thinking about how the george floyd black lives matter riots have armed white america to the fucking teeth .',2021-03-03,20:19:04
580,RT @RepBarragan: We can and must re-imagine what just policing looks like in our country.\n \nThe House will vote on the #GeorgeFloyd #Justic\xe2\x80\xa6',2021-03-03,20:18:52
581,"RT @habibi_uk: And the University of Bristol just last year - ""develop a speak-up culture"". 2/2\nhttps://t.co/iI3q4gtwbX https://t.co/hkdTBu\xe2\x80\xa6'",2021-03-03,20:18:22
582,"@lcpd1776 @HVLCYON @Admiral_V_115 @gotcheesgiznak @rogersmarvels Huh..seriously,  pal ?\nhttps://t.co/dnuluaBhDv'",2021-03-03,20:17:55
583,RT @gabyhanson2: @thaprettiestmay @twhitson26 This girl commented \xe2\x80\x9cbiracial love matters too\xe2\x80\x9d under a post that was captioned \xe2\x80\x9cblack love\xe2\x80\x9d\xe2\x80\xa6',2021-03-03,20:17:39
584,"RT @KITV4: #RAW VIDEO: Representative Sharon Har's DUI arrest--Twenty-seven seconds into the video she is heard yelling then saying 'black\xe2\x80\xa6""",2021-03-03,20:17:35
585,"RT @Pminn76: Holding a Black Lives Matter Sign in America's Most Racist Town https://t.co/qq8nsWI75R via @YouTube""",2021-03-03,20:17:03
586,"Extremely fucked up that the words 'Black Lives Matter' have seemingly been banned from football media""",2021-03-03,20:16:47
587,"RT @Tseday: Black Orthodox lives don't matter to Russia @RussiaUN https://t.co/LhRiBRWzjJ""",2021-03-03,20:16:44
588,"@Landhaus_Heidi So the entire world gets behind black lives matter and now this self indulgent 'woe is me I'm a vic\xe2\x80\xa6 https://t.co/2Y1eSsvswt""",2021-03-03,20:16:33
589,@nottdeep cant look at him the same after that Black Lives Matter video he put it out https://t.co/shYM1HDmRq',2021-03-03,20:16:17
590,@dyeus_pater Exactly. I fully second it.\n\nIndia should stabilize itself and the West too would need India for good\xe2\x80\xa6 https://t.co/4gtAjIxaO1',2021-03-03,20:16:17
591,Black lives still matter',2021-03-03,20:16:12
592,New study finds about 300 fewer police killings in cities where Black Lives Matter protests happened https://t.co/Qg7BJAEDIz',2021-03-03,20:16:07
593,RT @FernandesGrace: \xe2\x80\x9cWe said unequivocally - Black Lives Matter. Trans Lives Matter. and immigrants are here to stay... Revere is a bellwet\xe2\x80\xa6',2021-03-03,20:15:59
594,"So you're tweeting about #sendinthetroops. Have you considered Black Lives Matter  \nhttps://t.co/29qI63xXfQ https://t.co/OXrkj5DtkN""",2021-03-03,20:15:42
595,"Latino conservatives did 'come home' due to black lives matter riots. It's about a sense of street normalcy. You do\xe2\x80\xa6 https://t.co/w5lxed4p9y""",2021-03-03,20:15:03
596,"RT @UMassAmherst: In the five years following the beginning of #BLM in 2014, census places that have had BLM protests experience a 15-20% d\xe2\x80\xa6'",2021-03-03,20:14:56
597,"Let's not all pretend like we don't know the only way for Black lives to matter is by making Afrika great through a\xe2\x80\xa6 https://t.co/vqkJ6eN32r""",2021-03-03,20:14:40
598,Black Lives Matter\n\nbullshit\n\nhttps://t.co/G3I247xwb4',2021-03-03,20:13:47
599,RT @artytrace: Killings by Police Declined after Black Lives Matter Protests - Scientific American https://t.co/vnFp489Piz',2021-03-03,20:13:26
600,RT @gutsywoman19: @LeciaMichelle11 They managed to gear up for BLM just fine...preparation for a Black Lives Matter peaceful protest this s\xe2\x80\xa6',2021-03-03,20:13:09
601,RT @ImamRezaUR: BLACK LIVES MATTER\n\nInternational Day for the Elimination of Racial Discrimination\n\nFor More Islamic Videos Visit Imam Reza\xe2\x80\xa6',2021-03-03,20:12:46
602,@LanaQueenOfAlt take out the parenthesis and space out black lives matter',2021-03-03,20:12:41
603,"Remember when QAnon went on that weeklong crusade against dancing nurses? Well now it's back but this time it's for\xe2\x80\xa6 https://t.co/OGX5ncXuAS""",2021-03-03,20:12:39
604,RT @Bedlam_Squatter: 1/ All lives matter the piece of shit will say in defiance when they hear someone say black lives matter. The piece of\xe2\x80\xa6',2021-03-03,20:12:37
605,@Eve_olve_68 @borliviaj @erincita256 @77rocket @bachnation @chrisbharrison Who the fuck goes to antebellum parties\xe2\x80\xa6 https://t.co/pNWCpzByDw',2021-03-03,20:12:33
606,"If anything, we should be sending more vaccines to Texas (under federal oversight) to jab low-income ppl, Black &amp; B\xe2\x80\xa6 https://t.co/zmGOovmxn2'",2021-03-03,20:12:07
607,BLACK LIVES MATTER EVERYWHERE!!!!!! Stand with the people of #Tigray and say Stop #TigrayGenocide #StopWarOnTigray\xe2\x80\xa6 https://t.co/XoEh8Zb49g',2021-03-03,20:12:04
608,Black Lives Still Matter',2021-03-03,20:11:54
609,Killings by Police Declined after Black Lives Matter Protests - Scientific American https://t.co/vnFp489Piz',2021-03-03,20:11:36
610,RT @theangiestanton: This tweet by \xe2\x80\x9cBishop\xe2\x80\x9d Talbert Swan about Candace is absolutely disgusting. This man is a Bishop &amp; Black Lives Matter\xe2\x80\xa6',2021-03-03,20:11:21
611,@writegirlwrong @Warnecessary @THR I literally did not say that. That is your interpretation. My thought is that I\xe2\x80\xa6 https://t.co/BTDU9RoMRa',2021-03-03,20:11:10
612,RT @MMalieracks: Da baby really said brand new Lamborghini fuck a cop car and promoted it as a Black Lives Matter song',2021-03-03,20:11:05
613,@cFidd @willwilkinson Our authorities get a second chance to treat these dopes like they would have treated protest\xe2\x80\xa6 https://t.co/uYAUSfFxuH',2021-03-03,20:10:42
614,Looks like our nation\xe2\x80\x99s capital is all ready for ANTIFA AND BLACK LIVES MATTER THUGS PLANNING TO RIOT AND RAISE HEL\xe2\x80\xa6 https://t.co/Podn7JlAHh',2021-03-03,20:10:25
615,"If You Marched in Black Lives Matter, Support #UnionizingAmazon | @left_voice  #tatianacozzarelli\xe2\x80\xa6 https://t.co/5fjdIdRyx6'",2021-03-03,20:10:04
616,"RT @BorrisLMiles: Black people are being disproportionately killed by COVID, there\xe2\x80\x99s a lack of vaccine in communities of color... and now t\xe2\x80\xa6'",2021-03-03,20:09:59
617,"It's the same story just a different name| Black Lives Matter https://t.co/IZgIvE1HcD""",2021-03-03,20:09:34
618,@sleepybIacktea I was trying to understand how \xe2\x80\x9cI agree with Black Lives Matter\xe2\x80\x9d is different from \xe2\x80\x9cI agree with th\xe2\x80\xa6 https://t.co/Jtdv43OT3U',2021-03-03,20:09:27
619,"RT @richneumeister: Fusion centers across USA been known to be an equal opportunity surveiller, of individuals/groups in broad  social/poli\xe2\x80\xa6'",2021-03-03,20:09:25
620,Just seen a white girl tell a black girl she can\xe2\x80\x99t support Black Lives Matter because she listens to Billie Eilish\xe2\x80\xa6 https://t.co/aJwHcNvArP',2021-03-03,20:09:19
621,"Holding a Black Lives Matter Sign in America's Most Racist Town https://t.co/qq8nsWI75R via @YouTube""",2021-03-03,20:09:04
622,@LeciaMichelle11 They managed to gear up for BLM just fine...preparation for a Black Lives Matter peaceful protest\xe2\x80\xa6 https://t.co/F6T8yznwv4',2021-03-03,20:08:35
623,RT @pathickstar: Black Lives Matter.\nProtect All Asians.\nSave the Muslims.\nFuck the whites.',2021-03-03,20:08:04
624,"@HollandStanton @Warnecessary @THR You're saying All Lives Matter. The post is about Black representation.""",2021-03-03,20:08:00
625,"Your \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd voice \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd in \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd action! \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd #BlackLivesMatter!  There is more to do every day, but let\xe2\x80\x99s celebrate the wins. \n\nhttps://t.co/3Ohko0c6uT'",2021-03-03,20:07:50
626,"RT @nechchai: It's time we had a Center for African and African American studies\xc2\xa0at @CUBoulder and Dr. Rabaka is the best person to lead it\xe2\x80\xa6""",2021-03-03,20:07:44
627,"Black lives don't matter""",2021-03-03,20:07:34
628,"RT @ddreyer: Either Black Lives Matter, or they don\xe2\x80\x99t. \n\nWhich side are you on @CocaCola @Delta @UPS?'",2021-03-03,20:07:28
629,RT @alfonslopeztena: D.C. National Guard Chief Walker and his 155 Guardsmen were not allowed to respond to the Capitol riot by Pentagon Tru\xe2\x80\xa6',2021-03-03,20:07:23
630,"@msiamastar @THEIBFA @VanguardTNT Folk gave us their azzes to kiss in LA, when we tried to tell em what was happeni\xe2\x80\xa6 https://t.co/ouCEkcT1lV'",2021-03-03,20:06:49
631,"It's time we had a Center for African and African American studies\xc2\xa0at @CUBoulder and Dr. Rabaka is the best person\xe2\x80\xa6 https://t.co/X6NLUHwRAA""",2021-03-03,20:06:46
632,D.C. National Guard Chief Walker and his 155 Guardsmen were not allowed to respond to the Capitol riot by Pentagon\xe2\x80\xa6 https://t.co/vKM6wkxSbD',2021-03-03,20:06:46
633,RT @heykelechi: How can you say \xe2\x80\x9cblack lives matter\xe2\x80\x9d but you\xe2\x80\x99re actively disregarding safety measures during a pandemic that disproportiona\xe2\x80\xa6',2021-03-03,20:06:34
634,@IjeomaOluo Even the Texans who voted for Trump are human beings whose lives matter. But of course the people most\xe2\x80\xa6 https://t.co/r51Borv1gu',2021-03-03,20:05:46
635,"@orangenblueface Yeah, I don't miss it. This apparently happened since I left https://t.co/k1dwis7jJF""",2021-03-03,20:05:19
636,That small moment when everyone was a Black Lives Matter activist was so eerie .... It real life felt like our trau\xe2\x80\xa6 https://t.co/qaJDdgTmL9',2021-03-03,20:04:50
637,"@PaulDav89879943 @TUFAC4 Minimise, deny, deflect. You are a frightful bore Paul. Clearly you aren't intelligent eno\xe2\x80\xa6 https://t.co/R4nVxlR0Gc""",2021-03-03,20:04:33
638,RT @kit_cat_bars: Cool so how is the rest of the organization actively supporting LGBT issues and making a better environment for LGBT athl\xe2\x80\xa6',2021-03-03,20:04:04
639,@SethAbramson @Pamskid It took 2 minutes to deploy the National Guard for Black Lives Matter protesters in June in\xe2\x80\xa6 https://t.co/aRbxJHloOx',2021-03-03,20:03:55
640,Cool so how is the rest of the organization actively supporting LGBT issues and making a better environment for LGB\xe2\x80\xa6 https://t.co/1Lt1A4Zb6B',2021-03-03,20:03:30
641,"@TheRachLindsay Rachel you started the bullying by saying things about Rachel M. You know, in God's eyes ALL lives\xe2\x80\xa6 https://t.co/FOlUqoHBIi""",2021-03-03,20:03:05
642,"RT @RyanGirdusky: (Clears throat).... as I\xe2\x80\x99ve been saying, \xe2\x80\x9cdefund the police\xe2\x80\x9d but more importantly Black Lives Matter and the violence tha\xe2\x80\xa6'",2021-03-03,20:02:29
643,"2020 was the year America embraced Black Lives Matter as a movement, not just a moment https://t.co/yeulj69CIC'",2021-03-03,20:02:02
644,"RT @ifyc: \xe2\x80\x9cI hope that people are not afraid ... to push our church past where it can really go"" \n\nWhy A Catholic Journalist Is Urging The\xe2\x80\xa6'",2021-03-03,20:01:49
645,@deadeyebrakeman *white millennials\n\nIf you ever posted a black square on IG or had \xe2\x80\x9cBlack lives matter\xe2\x80\x9d in your bi\xe2\x80\xa6 https://t.co/fLKikudsJU',2021-03-03,20:01:40
646,"RT @reese_minshew: ""...municipalities where BLM protests have been held experienced as much as a 20 percent decrease in killings by police,\xe2\x80\xa6'",2021-03-03,20:01:26
647,@DiscordiaI @DineshDSouza Trump gas always denounced White Supremacists and racism. He also hates violence of Antif\xe2\x80\xa6 https://t.co/qsSKdCrZcY',2021-03-03,20:01:26
648,"RT @usccbp: We reread both the Bible and the catechism, consulted canon lawyers and out mothers, and have determined that it is not actuall\xe2\x80\xa6'",2021-03-03,20:01:24
649,@mrrpsie @SUNSET_SHlMMER Black Lives Matter!',2021-03-03,20:01:15
650,"@sddowdy @THEIBFA @VanguardTNT They came from LA. I tried to warn folks when it was fresh, over 6 yrs ago. A Fergus\xe2\x80\xa6 https://t.co/ZvvmuFa2gI'",2021-03-03,20:00:59
651,@hmm_pff Black lives matter',2021-03-03,20:00:10
652,"Gov. DeSantis took pride in his administration\xe2\x80\x99s response to the pandemic, praising the current state of the econom\xe2\x80\xa6 https://t.co/emm7aGrQRy'",2021-03-03,20:00:04
653,Black Lives Matter Earrings\n\n#BLM #BlackLivesMatter #BlackOwnedBusiness\n\n$15.00\n\nhttps://t.co/LqON3Sbbnw https://t.co/DNRdgqybnr',2021-03-03,20:00:03
654,"RT @jonlis1: In more shocking news, a prime minister who doesn\xe2\x80\x99t believe Black Lives Matter doesn\xe2\x80\x99t believe Yemeni lives do either'",2021-03-03,20:00:02
655,@being__Shia @syeda_iam @ENainwa Han Black Pani chara hwa tha Us Pay.\nRacist ni tha wo Black Lives Matter \xe2\x98\xbb',2021-03-03,20:00:02
656,I just donated to @blmpac ! Please support the Black Lives Matter Movement and help get supporters in positions of\xe2\x80\xa6 https://t.co/1yKV6acOyj',2021-03-03,19:59:10
657,"RT @defund_genocide: IF BLACK LIVES MATTER TO YOU, PLEASE DON'T LOOK AWAY. THERE'S A GENOCIDE HAPPENING IN #TIGRAY, ETHIOPIA.""",2021-03-03,19:59:07
658,"RT @ScotGovID: In response to the impact of COVID-19, the Black Lives Matter movement &amp; the climate emergency, @ScotGov\xe2\x80\x99s review of Interna\xe2\x80\xa6'",2021-03-03,19:59:06
659,"@owillis I deleted two tweets because after some research, I was incorrect, and I owe an apology. It appears the mo\xe2\x80\xa6 https://t.co/fGnZKrGOtg'",2021-03-03,19:58:47
660,"RT @LAPDCARRANZA: \xe2\x80\x9cLAPD is still corrupt and violent and brutal,\xe2\x80\x9d said Melina Abdullah, co-founder of Black Lives Matter LA. \xe2\x80\x9cSince Rodney\xe2\x80\xa6'",2021-03-03,19:58:41
661,@MeidasTouch ...the siege of Capitol Hill was a pretext for Martial Law...Operation: Black Lives Matter failed in its objective...',2021-03-03,19:58:12
662,Listen to the most recent episode of my podcast: Black Lives Matter is getting more radical with Dr. Dan Roodt on h\xe2\x80\xa6 https://t.co/VjSyobJD4i',2021-03-03,19:58:09
663,RT @GNCordova: Black Lives Matter as a national/global org is the Red Cross of social justice. Please people\xe2\x80\x94give your money directly to or\xe2\x80\xa6',2021-03-03,19:58:02
664,"RT @DrPhilGoff: Seeing this work celebrated on the TL and deservedly so. But please read to the end. Yes, police killings declined where th\xe2\x80\xa6'",2021-03-03,19:57:20
665,"RT @JudiciaryDems: WATCH: After questioning FBI Director Wray on the threat of right-wing extremists infiltrating law enforcement, @SenAlex\xe2\x80\xa6'",2021-03-03,19:57:00
666,BLACK. LIVES. MATTER.',2021-03-03,19:56:55
667,"@HenriettaSnacks @THEIBFA @VanguardTNT Definitely our article, written January 2015, will fill in many blanks on th\xe2\x80\xa6 https://t.co/dmQdIP1YWh'",2021-03-03,19:56:42
668,@HollandStanton @Warnecessary @THR This is abt Black representation. \n\nGo find a post about Latinos and Asians to t\xe2\x80\xa6 https://t.co/mT0AlJs6tO',2021-03-03,19:56:33
669,"Can't be Blacks opposing a Black Man because he has a different political opinion. Black Lives Matter, Not A Black\xe2\x80\xa6 https://t.co/ijvbNPeYMD""",2021-03-03,19:55:51
670,Actor Terry Crews addresses backlash over Black Lives Matter tweet https://t.co/RG0QWlRNoS via @YouTube',2021-03-03,19:55:41
671,RT @MrImJustSayin: Black Lives Matter \xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbe',2021-03-03,19:55:37
672,"@sierracain_ Yeah on the white boards and community writing spaces, people wrote things like \xe2\x80\x9cAll lives matter\xe2\x80\x9d n s\xe2\x80\xa6 https://t.co/uqyumcQqOS'",2021-03-03,19:55:20
673,"From Womb To Tomb... Character, NOT Skin Color - MLK, Jr.\n\nhttps://t.co/sp4MNi5BbO\n\n If each of the 80 million peop\xe2\x80\xa6 https://t.co/PPiLLuvZYf'",2021-03-03,19:55:03
674,Black lives matter white lives matter all f****** lives matter',2021-03-03,19:54:59
675,RT @SenateDems: FBI Director Wray lays out the facts:\n \nViolent extremists and white supremacists stormed the Capitol on January 6th.\n \nNot\xe2\x80\xa6',2021-03-03,19:54:47
676,"RT @drewharwell: Cops love Ring cameras: More than 2,000 depts. now have Ring data-request ""partnership""; two new ones join every day. But\xe2\x80\xa6'",2021-03-03,19:54:33
677,Black Lives Matter \xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbe https://t.co/DXnpSNIPBu',2021-03-03,19:54:17
678,"Thank you SO much to the @uflbgso for inviting us from the @HTCSolidarity to speak on their panel, ""ALL Black Lives\xe2\x80\xa6 https://t.co/DvMA4YHg4K'",2021-03-03,19:54:05
679,RT @old_osc: All this bullshit about optics about bad optics after the Trump Bible charade is just that BULLSHIT\n\nTrump stood by his use of\xe2\x80\xa6',2021-03-03,19:54:02
680,RT @ImSpeaking13: Morning loves\xe2\x98\x80\xef\xb8\x8f Good will prevail and Black Lives Matter.',2021-03-03,19:53:14
681,"Here\'s how peaceful BLM protests went violent: ""Right-wing militants acted as vigilantes during protests, such as t\xe2\x80\xa6 https://t.co/zlhjpQDm35'",2021-03-03,19:52:59
